method,agents,freq,makespan,swt,runtime_s,ms_gap%,swt_gap%,rt_gap%,source,compare_against
TP-STA*,10,0.2,2532,19270,0.9,-,-,-,original,TP-STA*
TP-STA*,10,0.2,2541,19356,0.1,+0.4%,+0.4%,-87.5%,reimplementation,TP-STA*
TP-STA*,10,0.5,1309,66393,0.3,-,-,-,original,TP-STA*
TP-STA*,10,0.5,1271,66312,0.1,-2.9%,-0.1%,-72.9%,reimplementation,TP-STA*
TP-STA*,10,1,1198,155890,0.3,-,-,-,original,TP-STA*
TP-STA*,10,1,1210,154848,0.1,+1.0%,-0.7%,-72.4%,reimplementation,TP-STA*
TP-STA*,10,2,1167,203809,0.3,-,-,-,original,TP-STA*
TP-STA*,10,2,1173,206073,0.1,+0.5%,+1.1%,-71.1%,reimplementation,TP-STA*
TP-STA*,10,5,1162,236892,0.3,-,-,-,original,TP-STA*
TP-STA*,10,5,1162,235716,0.1,+0.0%,-0.5%,-76.7%,reimplementation,TP-STA*
TP-STA*,10,10,1163,247964,0.3,-,-,-,original,TP-STA*
TP-STA*,10,10,1144,245405,0.1,-1.6%,-1.0%,-76.7%,reimplementation,TP-STA*
TP-STA*,10,500,1136,256428,0.3,-,-,-,original,TP-STA*
TP-STA*,10,500,1136,256428,0.1,+0.0%,+0.0%,-75.9%,reimplementation,TP-STA*
TP-STA*,20,0.2,2540,19887,2.5,-,-,-,original,TP-STA*
TP-STA*,20,0.2,2540,19108,0.1,+0.0%,-3.9%,-96.0%,reimplementation,TP-STA*
TP-STA*,20,0.5,1094,21345,2.3,-,-,-,original,TP-STA*
TP-STA*,20,0.5,1068,21724,0.2,-2.4%,+1.8%,-91.3%,reimplementation,TP-STA*
TP-STA*,20,1,757,47992,0.6,-,-,-,original,TP-STA*
TP-STA*,20,1,708,45336,0.1,-6.5%,-5.5%,-83.3%,reimplementation,TP-STA*
TP-STA*,20,2,683,95380,0.5,-,-,-,original,TP-STA*
TP-STA*,20,2,686,89402,0.1,+0.4%,-6.3%,-80.0%,reimplementation,TP-STA*
TP-STA*,20,5,655,123540,0.3,-,-,-,original,TP-STA*
TP-STA*,20,5,645,122120,0.1,-1.5%,-1.1%,-66.7%,reimplementation,TP-STA*
TP-STA*,20,10,643,137618,0.4,-,-,-,original,TP-STA*
TP-STA*,20,10,681,137836,0.1,+5.9%,+0.2%,-75.0%,reimplementation,TP-STA*
TP-STA*,20,500,634,141526,0.4,-,-,-,original,TP-STA*
TP-STA*,20,500,629,140789,0.1,-0.8%,-0.5%,-75.0%,reimplementation,TP-STA*
TP-STA*,30,0.2,2546,19354,5.3,-,-,-,original,TP-STA*
TP-STA*,30,0.2,2533,19581,0.2,-0.5%,+1.2%,-96.2%,reimplementation,TP-STA*
TP-STA*,30,0.5,1069,21983,5.4,-,-,-,original,TP-STA*
TP-STA*,30,0.5,1082,22495,0.3,+1.2%,+2.3%,-94.4%,reimplementation,TP-STA*
TP-STA*,30,1,607,26902,1.3,-,-,-,original,TP-STA*
TP-STA*,30,1,614,24384,0.3,+1.2%,-9.4%,-76.9%,reimplementation,TP-STA*
TP-STA*,30,2,529,57197,1.1,-,-,-,original,TP-STA*
TP-STA*,30,2,545,58179,0.2,+3.0%,+1.7%,-81.8%,reimplementation,TP-STA*
TP-STA*,30,5,478,85391,1.0,-,-,-,original,TP-STA*
TP-STA*,30,5,503,84746,0.2,+5.2%,-0.8%,-80.0%,reimplementation,TP-STA*
TP-STA*,30,10,526,96007,1.2,-,-,-,original,TP-STA*
TP-STA*,30,10,515,98132,0.2,-2.1%,+2.2%,-83.3%,reimplementation,TP-STA*
TP-STA*,30,500,432,96677,0.6,-,-,-,original,TP-STA*
TP-STA*,30,500,447,99252,0.2,+3.5%,+2.7%,-66.7%,reimplementation,TP-STA*
TP-STA*,40,0.2,2540,19439,11.8,-,-,-,original,TP-STA*
TP-STA*,40,0.2,2541,19520,0.2,+0.0%,+0.4%,-98.3%,reimplementation,TP-STA*
TP-STA*,40,0.5,1090,21505,11.6,-,-,-,original,TP-STA*
TP-STA*,40,0.5,1082,22433,0.3,-0.7%,+4.3%,-97.4%,reimplementation,TP-STA*
TP-STA*,40,1,624,24399,12.4,-,-,-,original,TP-STA*
TP-STA*,40,1,604,24417,0.5,-3.2%,+0.1%,-96.0%,reimplementation,TP-STA*
TP-STA*,40,2,464,47660,2.5,-,-,-,original,TP-STA*
TP-STA*,40,2,493,46540,0.5,+6.2%,-2.3%,-80.0%,reimplementation,TP-STA*
TP-STA*,40,5,418,77663,3.1,-,-,-,original,TP-STA*
TP-STA*,40,5,445,70560,0.4,+6.5%,-9.1%,-87.1%,reimplementation,TP-STA*
TP-STA*,40,10,407,77316,2.6,-,-,-,original,TP-STA*
TP-STA*,40,10,385,76654,0.4,-5.4%,-0.9%,-84.6%,reimplementation,TP-STA*
TP-STA*,40,500,364,78819,2.1,-,-,-,original,TP-STA*
TP-STA*,40,500,373,79189,0.3,+2.5%,+0.5%,-85.7%,reimplementation,TP-STA*
TP-STA*,50,0.2,2540,20016,29.9,-,-,-,original,TP-STA*
TP-STA*,50,0.2,2541,19515,0.4,+0.0%,-2.5%,-98.6%,reimplementation,TP-STA*
TP-STA*,50,0.5,1083,21832,25.1,-,-,-,original,TP-STA*
TP-STA*,50,0.5,1093,21682,0.7,+0.9%,-0.7%,-97.1%,reimplementation,TP-STA*
TP-STA*,50,1,597,24570,29.0,-,-,-,original,TP-STA*
TP-STA*,50,1,601,25581,1.1,+0.7%,+4.1%,-96.1%,reimplementation,TP-STA*
TP-STA*,50,2,432,37817,21.8,-,-,-,original,TP-STA*
TP-STA*,50,2,394,30598,0.8,-8.8%,-19.1%,-96.1%,reimplementation,TP-STA*
TP-STA*,50,5,395,62294,9.1,-,-,-,original,TP-STA*
TP-STA*,50,5,417,61282,0.9,+5.6%,-1.6%,-89.7%,reimplementation,TP-STA*
TP-STA*,50,10,333,65711,4.3,-,-,-,original,TP-STA*
TP-STA*,50,10,354,67941,0.8,+6.3%,+3.4%,-80.5%,reimplementation,TP-STA*
TP-STA*,50,500,336,68302,14.3,-,-,-,original,TP-STA*
TP-STA*,50,500,331,69946,0.7,-1.5%,+2.4%,-95.1%,reimplementation,TP-STA*
TPTS-SIPP,10,0.2,2532,14666,0.9,-,-,-,original,TPTS-STA*
TPTS-SIPP,10,0.2,2514,14173,0.8,-0.7%,-3.4%,-9.7%,reimplementation,TPTS-STA*
TPTS-SIPP,10,0.5,1274,65574,0.3,-,-,-,original,TPTS-STA*
TPTS-SIPP,10,0.5,1232,56326,0.1,-3.3%,-14.1%,-57.7%,reimplementation,TPTS-STA*
TPTS-SIPP,10,1,1182,150514,0.3,-,-,-,original,TPTS-STA*
TPTS-SIPP,10,1,1138,141706,0.1,-3.7%,-5.9%,-60.2%,reimplementation,TPTS-STA*
TPTS-SIPP,10,2,1168,203618,0.3,-,-,-,original,TPTS-STA*
TPTS-SIPP,10,2,1143,199183,0.1,-2.1%,-2.2%,-56.7%,reimplementation,TPTS-STA*
TPTS-SIPP,10,5,1165,236590,0.3,-,-,-,original,TPTS-STA*
TPTS-SIPP,10,5,1097,225730,0.1,-5.8%,-4.6%,-55.8%,reimplementation,TPTS-STA*
TPTS-SIPP,10,10,1172,252631,0.3,-,-,-,original,TPTS-STA*
TPTS-SIPP,10,10,1107,238588,0.1,-5.5%,-5.6%,-51.9%,reimplementation,TPTS-STA*
TPTS-SIPP,10,500,1105,254750,0.3,-,-,-,original,TPTS-STA*
TPTS-SIPP,10,500,1088,248817,0.1,-1.5%,-2.3%,-52.6%,reimplementation,TPTS-STA*
TPTS-SIPP,20,0.2,2520,12682,2.5,-,-,-,original,TPTS-STA*
TPTS-SIPP,20,0.2,,,,,,,not_implemented,TPTS-STA*
TPTS-SIPP,20,0.5,1038,15369,2.3,-,-,-,original,TPTS-STA*
TPTS-SIPP,20,0.5,,,,,,,not_implemented,TPTS-STA*
TPTS-SIPP,20,1,706,44126,0.6,-,-,-,original,TPTS-STA*
TPTS-SIPP,20,1,,,,,,,not_implemented,TPTS-STA*
TPTS-SIPP,20,2,667,90517,0.5,-,-,-,original,TPTS-STA*
TPTS-SIPP,20,2,,,,,,,not_implemented,TPTS-STA*
TPTS-SIPP,20,5,645,119012,0.3,-,-,-,original,TPTS-STA*
TPTS-SIPP,20,5,,,,,,,not_implemented,TPTS-STA*
TPTS-SIPP,20,10,645,129182,0.4,-,-,-,original,TPTS-STA*
TPTS-SIPP,20,10,,,,,,,not_implemented,TPTS-STA*
TPTS-SIPP,20,500,640,143386,0.4,-,-,-,original,TPTS-STA*
TPTS-SIPP,20,500,,,,,,,not_implemented,TPTS-STA*
TPTS-SIPP,30,0.2,2527,11942,5.3,-,-,-,original,TPTS-STA*
TPTS-SIPP,30,0.2,,,,,,,not_implemented,TPTS-STA*
TPTS-SIPP,30,0.5,1035,13568,5.4,-,-,-,original,TPTS-STA*
TPTS-SIPP,30,0.5,,,,,,,not_implemented,TPTS-STA*
TPTS-SIPP,30,1,561,21421,1.3,-,-,-,original,TPTS-STA*
TPTS-SIPP,30,1,,,,,,,not_implemented,TPTS-STA*
TPTS-SIPP,30,2,496,51346,1.1,-,-,-,original,TPTS-STA*
TPTS-SIPP,30,2,,,,,,,not_implemented,TPTS-STA*
TPTS-SIPP,30,5,474,83829,1.0,-,-,-,original,TPTS-STA*
TPTS-SIPP,30,5,,,,,,,not_implemented,TPTS-STA*
TPTS-SIPP,30,10,491,99152,1.2,-,-,-,original,TPTS-STA*
TPTS-SIPP,30,10,,,,,,,not_implemented,TPTS-STA*
TPTS-SIPP,30,500,444,97516,0.6,-,-,-,original,TPTS-STA*
TPTS-SIPP,30,500,,,,,,,not_implemented,TPTS-STA*
TPTS-SIPP,40,0.2,2524,11749,11.8,-,-,-,original,TPTS-STA*
TPTS-SIPP,40,0.2,,,,,,,not_implemented,TPTS-STA*
TPTS-SIPP,40,0.5,1038,12991,11.6,-,-,-,original,TPTS-STA*
TPTS-SIPP,40,0.5,,,,,,,not_implemented,TPTS-STA*
TPTS-SIPP,40,1,563,15996,12.4,-,-,-,original,TPTS-STA*
TPTS-SIPP,40,1,,,,,,,not_implemented,TPTS-STA*
TPTS-SIPP,40,2,425,36294,2.5,-,-,-,original,TPTS-STA*
TPTS-SIPP,40,2,,,,,,,not_implemented,TPTS-STA*
TPTS-SIPP,40,5,396,65681,3.1,-,-,-,original,TPTS-STA*
TPTS-SIPP,40,5,,,,,,,not_implemented,TPTS-STA*
TPTS-SIPP,40,10,389,76244,2.6,-,-,-,original,TPTS-STA*
TPTS-SIPP,40,10,,,,,,,not_implemented,TPTS-STA*
TPTS-SIPP,40,500,370,78691,2.1,-,-,-,original,TPTS-STA*
TPTS-SIPP,40,500,,,,,,,not_implemented,TPTS-STA*
TPTS-SIPP,50,0.2,2524,11553,29.9,-,-,-,original,TPTS-STA*
TPTS-SIPP,50,0.2,2515,11250,28.8,-0.4%,-2.6%,-3.7%,reimplementation,TPTS-STA*
TPTS-SIPP,50,0.5,1036,12609,25.1,-,-,-,original,TPTS-STA*
TPTS-SIPP,50,0.5,1036,12079,16.3,+0.0%,-4.2%,-34.9%,reimplementation,TPTS-STA*
TPTS-SIPP,50,1,554,15134,29.0,-,-,-,original,TPTS-STA*
TPTS-SIPP,50,1,553,13141,7.2,-0.2%,-13.2%,-75.1%,reimplementation,TPTS-STA*
TPTS-SIPP,50,2,383,29030,21.8,-,-,-,original,TPTS-STA*
TPTS-SIPP,50,2,326,19733,1.6,-14.9%,-32.0%,-92.5%,reimplementation,TPTS-STA*
TPTS-SIPP,50,5,343,52428,9.1,-,-,-,original,TPTS-STA*
TPTS-SIPP,50,5,304,42562,1.3,-11.4%,-18.8%,-85.3%,reimplementation,TPTS-STA*
TPTS-SIPP,50,10,319,63482,4.3,-,-,-,original,TPTS-STA*
TPTS-SIPP,50,10,291,53356,1.0,-8.8%,-16.0%,-76.1%,reimplementation,TPTS-STA*
TPTS-SIPP,50,500,338,68049,14.3,-,-,-,original,TPTS-STA*
TPTS-SIPP,50,500,267,59535,0.6,-21.0%,-12.5%,-95.9%,reimplementation,TPTS-STA*
TPTS-STA*,10,0.2,2532,14666,0.9,-,-,-,original,TPTS-STA*
TPTS-STA*,10,0.2,2527,14687,1.0,-0.2%,+0.1%,+6.2%,reimplementation,TPTS-STA*
TPTS-STA*,10,0.5,1274,65574,0.3,-,-,-,original,TPTS-STA*
TPTS-STA*,10,0.5,1270,64482,0.1,-0.3%,-1.7%,-60.5%,reimplementation,TPTS-STA*
TPTS-STA*,10,1,1182,150514,0.3,-,-,-,original,TPTS-STA*
TPTS-STA*,10,1,1186,150516,0.1,+0.3%,+0.0%,-61.7%,reimplementation,TPTS-STA*
TPTS-STA*,10,2,1168,203618,0.3,-,-,-,original,TPTS-STA*
TPTS-STA*,10,2,1153,203220,0.1,-1.3%,-0.2%,-66.9%,reimplementation,TPTS-STA*
TPTS-STA*,10,5,1165,236590,0.3,-,-,-,original,TPTS-STA*
TPTS-STA*,10,5,1131,231517,0.1,-2.9%,-2.1%,-67.2%,reimplementation,TPTS-STA*
TPTS-STA*,10,10,1172,252631,0.3,-,-,-,original,TPTS-STA*
TPTS-STA*,10,10,1155,246370,0.1,-1.5%,-2.5%,-57.2%,reimplementation,TPTS-STA*
TPTS-STA*,10,500,1105,254750,0.3,-,-,-,original,TPTS-STA*
TPTS-STA*,10,500,1113,256056,0.1,+0.7%,+0.5%,-67.4%,reimplementation,TPTS-STA*
TPTS-STA*,20,0.2,2520,12682,2.5,-,-,-,original,TPTS-STA*
TPTS-STA*,20,0.2,2520,12682,2.5,+0.0%,+0.0%,+0.0%,reimplementation,TPTS-STA*
TPTS-STA*,20,0.5,1038,15369,2.3,-,-,-,original,TPTS-STA*
TPTS-STA*,20,0.5,1040,15403,1.7,+0.2%,+0.2%,-26.1%,reimplementation,TPTS-STA*
TPTS-STA*,20,1,706,44126,0.6,-,-,-,original,TPTS-STA*
TPTS-STA*,20,1,687,43998,0.2,-2.7%,-0.3%,-66.7%,reimplementation,TPTS-STA*
TPTS-STA*,20,2,667,90517,0.5,-,-,-,original,TPTS-STA*
TPTS-STA*,20,2,654,86651,0.2,-1.9%,-4.3%,-60.0%,reimplementation,TPTS-STA*
TPTS-STA*,20,5,645,119012,0.3,-,-,-,original,TPTS-STA*
TPTS-STA*,20,5,653,121982,0.2,+1.2%,+2.5%,-33.3%,reimplementation,TPTS-STA*
TPTS-STA*,20,10,645,129182,0.4,-,-,-,original,TPTS-STA*
TPTS-STA*,20,10,637,132791,0.2,-1.2%,+2.8%,-50.0%,reimplementation,TPTS-STA*
TPTS-STA*,20,500,640,143386,0.4,-,-,-,original,TPTS-STA*
TPTS-STA*,20,500,622,138520,0.2,-2.8%,-3.4%,-50.0%,reimplementation,TPTS-STA*
TPTS-STA*,30,0.2,2527,11942,5.3,-,-,-,original,TPTS-STA*
TPTS-STA*,30,0.2,2527,11942,5.1,+0.0%,+0.0%,-3.8%,reimplementation,TPTS-STA*
TPTS-STA*,30,0.5,1035,13568,5.4,-,-,-,original,TPTS-STA*
TPTS-STA*,30,0.5,1035,13572,4.2,+0.0%,+0.0%,-22.2%,reimplementation,TPTS-STA*
TPTS-STA*,30,1,561,21421,1.3,-,-,-,original,TPTS-STA*
TPTS-STA*,30,1,585,21918,0.8,+4.3%,+2.3%,-38.5%,reimplementation,TPTS-STA*
TPTS-STA*,30,2,496,51346,1.1,-,-,-,original,TPTS-STA*
TPTS-STA*,30,2,491,52221,0.7,-1.0%,+1.7%,-36.4%,reimplementation,TPTS-STA*
TPTS-STA*,30,5,474,83829,1.0,-,-,-,original,TPTS-STA*
TPTS-STA*,30,5,511,83167,0.5,+7.8%,-0.8%,-50.0%,reimplementation,TPTS-STA*
TPTS-STA*,30,10,491,99152,1.2,-,-,-,original,TPTS-STA*
TPTS-STA*,30,10,488,100318,1.0,-0.6%,+1.2%,-16.7%,reimplementation,TPTS-STA*
TPTS-STA*,30,500,444,97516,0.6,-,-,-,original,TPTS-STA*
TPTS-STA*,30,500,450,97831,0.5,+1.4%,+0.3%,-16.7%,reimplementation,TPTS-STA*
TPTS-STA*,40,0.2,2524,11749,11.8,-,-,-,original,TPTS-STA*
TPTS-STA*,40,0.2,2524,11748,10.4,+0.0%,-0.0%,-11.9%,reimplementation,TPTS-STA*
TPTS-STA*,40,0.5,1038,12991,11.6,-,-,-,original,TPTS-STA*
TPTS-STA*,40,0.5,1037,12993,9.0,-0.1%,+0.0%,-22.4%,reimplementation,TPTS-STA*
TPTS-STA*,40,1,563,15996,12.4,-,-,-,original,TPTS-STA*
TPTS-STA*,40,1,557,16449,7.5,-1.1%,+2.8%,-39.5%,reimplementation,TPTS-STA*
TPTS-STA*,40,2,425,36294,2.5,-,-,-,original,TPTS-STA*
TPTS-STA*,40,2,419,34947,1.4,-1.4%,-3.7%,-44.0%,reimplementation,TPTS-STA*
TPTS-STA*,40,5,396,65681,3.1,-,-,-,original,TPTS-STA*
TPTS-STA*,40,5,400,66198,1.3,+1.0%,+0.8%,-58.1%,reimplementation,TPTS-STA*
TPTS-STA*,40,10,389,76244,2.6,-,-,-,original,TPTS-STA*
TPTS-STA*,40,10,420,80121,13.4,+8.0%,+5.1%,+415.4%,reimplementation,TPTS-STA*
TPTS-STA*,40,500,370,78691,2.1,-,-,-,original,TPTS-STA*
TPTS-STA*,40,500,352,79029,0.7,-4.9%,+0.4%,-66.7%,reimplementation,TPTS-STA*
TPTS-STA*,50,0.2,2524,11553,29.9,-,-,-,original,TPTS-STA*
TPTS-STA*,50,0.2,2524,11548,37.8,+0.0%,-0.0%,+26.3%,reimplementation,TPTS-STA*
TPTS-STA*,50,0.5,1036,12609,25.1,-,-,-,original,TPTS-STA*
TPTS-STA*,50,0.5,1034,12720,34.3,-0.2%,+0.9%,+36.5%,reimplementation,TPTS-STA*
TPTS-STA*,50,1,554,15134,29.0,-,-,-,original,TPTS-STA*
TPTS-STA*,50,1,562,14966,26.6,+1.4%,-1.1%,-8.2%,reimplementation,TPTS-STA*
TPTS-STA*,50,2,383,29030,21.8,-,-,-,original,TPTS-STA*
TPTS-STA*,50,2,375,29457,6.9,-2.1%,+1.5%,-68.5%,reimplementation,TPTS-STA*
TPTS-STA*,50,5,343,52428,9.1,-,-,-,original,TPTS-STA*
TPTS-STA*,50,5,330,52685,4.6,-3.8%,+0.5%,-49.0%,reimplementation,TPTS-STA*
TPTS-STA*,50,10,319,63482,4.3,-,-,-,original,TPTS-STA*
TPTS-STA*,50,10,346,65544,4.0,+8.5%,+3.2%,-7.4%,reimplementation,TPTS-STA*
TPTS-STA*,50,500,338,68049,14.3,-,-,-,original,TPTS-STA*
TPTS-STA*,50,500,351,67478,3.3,+3.8%,-0.8%,-77.0%,reimplementation,TPTS-STA*
